Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10103793,1,"",41,1.0,3.0,13792.0,81.0,3.0,5.0,7.0,"",2.0,"",3.0,1.0,31.0,5892.0,365.0,1.0,3.0,1895.0,1.0,0.0,1021.0,313.0,6050.0,312.0,1.0,381.0,760.0,1.0,212.0,0.0,0.0,5998.0,0.0,0.0,44.0,0.0,0.0
10103794,0,2.0,0,38.0,25.0,20.0,20.0,11.0,25.0,271.0,1.0,2.0,"",19.0,1.0,2.0,9592.0,11961.0,0.0,3.0,25.0,0.0,0.0,92.0,41.0,9809.0,48.0,2.0,45.0,10624.0,0.0,8.0,1.0,2.0,10205.0,0.0,0.0,8498.0,1.0,6.0
10103795,0,0.0,7,21.0,15.0,2003.0,129.0,10.0,11.0,326.0,0.0,2.0,"",34.0,1.0,76.0,135586.0,5.0,1.0,0.0,53.0,0.0,0.0,23172.0,77.0,129609.0,89.0,1.0,71.0,125801.0,0.0,82.0,2.0,1.0,127426.0,0.0,2.0,5.0,2.0,2.0
10103796,0,1.0,166,6.0,5.0,669.0,16.0,3.0,12.0,46.0,1.0,3.0,"",5.0,0.0,2.0,27538.0,3629.0,0.0,0.0,1.0,4.0,0.0,14.0,1.0,28129.0,1.0,0.0,6.0,15854.0,0.0,8.0,1.0,2.0,28511.0,2.0,1.0,3033.0,1.0,258.0
10103797,0,0.0,18,7.0,5.0,1797.0,98.0,2.0,18.0,85.0,0.0,1.0,"",5.0,0.0,1.0,26.0,33.0,0.0,0.0,294.0,6.0,0.0,4297.0,76.0,27.0,88.0,0.0,83.0,36.0,1.0,49.0,1.0,1.0,31.0,0.0,0.0,39.0,1.0,21.0
10103798,1,2.0,9,1.0,1.0,915.0,36.0,33.0,25.0,423.0,1.0,3.0,0.0,1.0,3.0,92.0,922.0,1253.0,0.0,0.0,908.0,2.0,0.0,5095.0,73.0,954.0,85.0,0.0,297.0,1072.0,0.0,118.0,1.0,2.0,988.0,0.0,5.0,566.0,12.0,149.0
10103799,0,0.0,2118,"",1.0,1601.0,28.0,10.0,7.0,7.0,0.0,1.0,"",1.0,0.0,229.0,1.0,0.0,0.0,0.0,226.0,0.0,0.0,181.0,177.0,1.0,183.0,0.0,1369.0,1.0,0.0,410.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
10103800,0,0.0,31,30.0,3.0,2556.0,66.0,18.0,16.0,108.0,0.0,3.0,"",5.0,3.0,3.0,33242.0,4643.0,0.0,0.0,2299.0,1.0,0.0,19654.0,871.0,33718.0,820.0,2.0,15.0,34637.0,0.0,0.0,1.0,1.0,33733.0,1.0,2.0,2241.0,4.0,1661.0
10103801,0,18.0,116,18.0,2.0,154.0,3.0,18.0,9.0,9.0,1.0,1.0,"",2.0,0.0,24.0,11.0,13.0,0.0,4.0,104.0,0.0,0.0,304.0,23.0,12.0,22.0,0.0,8.0,13.0,0.0,17.0,1.0,1.0,13.0,0.0,0.0,12.0,1.0,8.0
10103802,1,1.0,0,1.0,"",1301.0,0.0,4.0,2.0,8.0,0.0,2.0,"","",1.0,3.0,1007.0,1374.0,1.0,3.0,52.0,0.0,0.0,1255.0,9.0,1038.0,12.0,9.0,63.0,1177.0,0.0,0.0,22.0,3.0,1076.0,0.0,2.0,979.0,4.0,719.0
10103803,1,9.0,-1,2.0,9.0,1406.0,9.0,16.0,9.0,22.0,0.0,2.0,"",9.0,1.0,55.0,6.0,3.0,0.0,1.0,1290.0,0.0,0.0,2783.0,692.0,7.0,670.0,2.0,574.0,8.0,0.0,127.0,1.0,1.0,8.0,0.0,0.0,6.0,3.0,481.0
10103804,0,"",41,4.0,1.0,8699.0,173.0,25.0,41.0,309.0,"",5.0,"",1.0,0.0,1.0,90.0,127.0,0.0,1.0,158.0,0.0,0.0,249.0,15.0,95.0,18.0,0.0,10.0,115.0,0.0,7.0,1.0,1.0,108.0,0.0,0.0,124.0,1.0,172.0
10103805,0,2.0,571,1.0,2.0,11.0,2.0,2.0,2.0,2.0,1.0,1.0,"",2.0,0.0,0.0,622.0,843.0,0.0,0.0,219.0,1.0,0.0,111.0,88.0,642.0,98.0,1.0,1560.0,718.0,1.0,864.0,0.0,0.0,665.0,0.0,0.0,841.0,0.0,0.0
10103806,0,"",0,1.0,12.0,3860.0,"",0.0,12.0,130.0,"",0.0,"",22.0,11.0,78.0,15.0,3.0,0.0,0.0,417.0,2.0,0.0,3.0,425.0,16.0,131.0,1.0,651.0,24.0,7.0,164.0,0.0,0.0,18.0,1.0,0.0,6.0,0.0,0.0
10103807,1,1.0,-1,"","",1301.0,0.0,4.0,2.0,8.0,0.0,2.0,"","",2.0,3.0,1007.0,1374.0,3.0,3.0,52.0,0.0,0.0,1255.0,9.0,1038.0,12.0,0.0,1.0,1177.0,0.0,0.0,22.0,1.0,1076.0,0.0,3.0,979.0,4.0,719.0
10103808,0,0.0,2,1.0,6.0,1422.0,166.0,4.0,4.0,240.0,0.0,2.0,0.0,6.0,1.0,144.0,9.0,11.0,1.0,1.0,1664.0,0.0,0.0,0.0,1319.0,10.0,599.0,1.0,678.0,11.0,0.0,210.0,1.0,2.0,11.0,0.0,0.0,16.0,3.0,34.0
10103809,0,0.0,0,2.0,4.0,2194.0,5.0,5.0,5.0,82.0,0.0,3.0,"",4.0,60.0,20.0,2640631.0,11397.0,0.0,1.0,430.0,2.0,0.0,206.0,198.0,1490835.0,201.0,1.0,66.0,115819.0,0.0,11.0,1448.0,1.0,178757.0,0.0,0.0,1113.0,32.0,828.0
10103810,0,"",7,8.0,"","","",0.0,0.0,45.0,"",0.0,"","",0.0,9.0,9.0,11.0,0.0,1.0,74.0,1.0,1.0,0.0,108.0,10.0,87.0,0.0,56.0,11.0,8.0,20.0,1.0,1.0,11.0,0.0,4.0,16.0,2.0,34.0
10103811,0,0.0,1,1.0,1.0,1670.0,43.0,4.0,16.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,3316111.0,1711242.0,0.0,1.0,3.0,0.0,0.0,657.0,150.0,3758364.0,3.0,1.0,1037.0,3867373.0,5.0,259.0,0.0,0.0,5420405.0,1.0,0.0,10305.0,0.0,0.0
10103812,0,"",7,28.0,3.0,42412.0,736.0,0.0,2.0,58.0,"",0.0,"",6.0,0.0,6.0,61608.0,57090.0,0.0,0.0,6248.0,1.0,0.0,16901.0,3017.0,63359.0,2494.0,1.0,5.0,61858.0,1.0,4.0,12.0,3.0,62980.0,0.0,5.0,0.0,2.0,2667.0
10103813,1,0.0,0,2.0,"",1804.0,65.0,1.0,2.0,8.0,0.0,1.0,1.0,"",8.0,55.0,132.0,105.0,2.0,0.0,222.0,1.0,0.0,0.0,1627.0,136.0,268.0,0.0,586.0,157.0,6.0,172.0,1.0,1.0,152.0,2.0,1.0,102.0,3.0,369.0
10103814,1,0.0,2028,18.0,3.0,1560.0,36.0,2.0,4.0,45.0,0.0,2.0,"",3.0,4.0,5.0,316912.0,193895.0,5.0,0.0,131.0,1.0,0.0,25.0,30.0,326225.0,35.0,0.0,13.0,300171.0,1.0,5.0,2.0,1.0,308131.0,0.0,1.0,74095.0,22.0,57055.0
10103815,0,1.0,5,3.0,1.0,1219.0,41.0,59.0,12.0,34.0,0.0,4.0,1.0,1.0,0.0,194.0,842.0,1157.0,0.0,3.0,12.0,1.0,0.0,1.0,6.0,875.0,4.0,2.0,2427.0,993.0,3.0,986.0,0.0,0.0,901.0,0.0,0.0,1037.0,0.0,0.0
10103816,1,6.0,-1,7.0,4.0,276.0,12.0,11.0,23.0,37.0,2.0,5.0,"",4.0,0.0,38.0,13.0,16.0,0.0,0.0,39.0,0.0,0.0,12.0,46.0,14.0,53.0,1.0,41.0,15.0,0.0,32.0,1.0,2.0,15.0,1.0,0.0,3.0,2.0,3.0
10103817,0,0.0,1,178.0,11.0,1565.0,208.0,3.0,27.0,99.0,0.0,1.0,"",20.0,3.0,1.0,9.0,11.0,0.0,2.0,110.0,0.0,0.0,1636.0,126.0,10.0,146.0,0.0,200.0,11.0,1.0,129.0,1.0,2.0,11.0,0.0,1.0,16.0,1.0,23.0
10103818,0,2.0,1,4.0,15.0,325.0,35.0,2.0,17.0,15.0,1.0,1.0,"",15.0,0.0,18.0,84.0,15.0,0.0,5.0,193.0,0.0,0.0,190.0,84.0,89.0,94.0,2.0,1481.0,106.0,0.0,382.0,0.0,0.0,100.0,0.0,0.0,15.0,0.0,0.0
10103819,0,"",31,9.0,3.0,67116.0,"",0.0,3.0,2.0,"",0.0,"",3.0,0.0,127.0,6.0,3.0,2.0,0.0,4546.0,0.0,1.0,348.0,158.0,7.0,174.0,1.0,603.0,8.0,0.0,183.0,1.0,2.0,8.0,0.0,4.0,6.0,2.0,476.0
10103820,0,"",429,8.0,18.0,79.0,"",0.0,23.0,23.0,"",0.0,"",23.0,0.0,11.0,4.0,7.0,0.0,0.0,7.0,2.0,0.0,25.0,2.0,5.0,2.0,0.0,47.0,5.0,7.0,44.0,0.0,0.0,5.0,0.0,3.0,13.0,0.0,0.0
10103821,1,"",1,"","",7473.0,21.0,7.0,0.0,56.0,"",2.0,"","",11.0,0.0,1023.0,1299.0,1.0,2.0,728.0,0.0,0.0,2900.0,149.0,1055.0,167.0,1.0,1580.0,1197.0,0.0,200.0,0.0,0.0,1096.0,0.0,0.0,125.0,0.0,0.0
10103822,0,"",1,1.0,"","","",0.0,0.0,3.0,"",0.0,"","",1.0,0.0,254.0,73.0,0.0,0.0,140.0,0.0,1.0,0.0,217.0,263.0,99.0,0.0,605.0,289.0,8.0,85.0,0.0,0.0,273.0,0.0,4.0,69.0,0.0,0.0
10103823,0,"",64,9.0,3.0,24632.0,"",0.0,3.0,140.0,"",0.0,"",3.0,0.0,17.0,6.0,3.0,1.0,0.0,2369.0,0.0,0.0,0.0,349.0,7.0,349.0,0.0,44.0,8.0,4.0,16.0,1.0,2.0,8.0,0.0,0.0,6.0,3.0,6.0
10103824,0,1.0,15,"",3.0,24.0,3.0,1.0,2.0,3.0,1.0,1.0,"",3.0,1.0,342.0,0.0,1.0,0.0,0.0,1159.0,64.0,0.0,510.0,390.0,0.0,395.0,1.0,1069.0,0.0,2.0,739.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
10103825,0,"",0,3.0,"",1703.0,61.0,9.0,1.0,139.0,"",4.0,0.0,"",12.0,238.0,4029811.0,1806239.0,0.0,0.0,6983.0,0.0,0.0,7641.0,1333.0,6332907.0,1197.0,0.0,1043.0,3538171.0,5.0,439.0,1.0,1.0,5118870.0,0.0,0.0,207653.0,12.0,133.0
10103826,0,1.0,1,86.0,37.0,89.0,39.0,4.0,45.0,248.0,1.0,2.0,"",37.0,5.0,8.0,8801607.0,872.0,1.0,0.0,207.0,2.0,0.0,379.0,80.0,7629854.0,91.0,0.0,19.0,2981416.0,0.0,3.0,78.0,3.0,6882516.0,0.0,3.0,289.0,5.0,201.0
10103827,0,6.0,196,2.0,4.0,36.0,2.0,6.0,4.0,4.0,2.0,2.0,"",2.0,0.0,0.0,855.0,1173.0,0.0,3.0,1820.0,0.0,0.0,0.0,647.0,887.0,630.0,2.0,1653.0,1007.0,0.0,1041.0,0.0,0.0,913.0,0.0,0.0,984.0,0.0,0.0
10103828,0,1.0,13,54.0,2.0,809.0,12.0,1.0,5.0,5.0,1.0,1.0,"",2.0,0.0,81.0,8435909.0,5.0,1.0,2.0,114.0,9.0,0.0,3734.0,131.0,7746110.0,150.0,1.0,79.0,2032405.0,2.0,91.0,1.0,1.0,4391525.0,0.0,2.0,5.0,3.0,2.0
10103829,0,2.0,1,"","",128.0,0.0,2.0,11.0,11.0,2.0,2.0,"","",3.0,4.0,8859.0,11146.0,0.0,0.0,1343.0,0.0,0.0,310.0,271.0,9066.0,270.0,0.0,7.0,9845.0,1.0,1.0,582.0,3.0,9430.0,1.0,3.0,7961.0,3.0,6346.0
10103830,0,0.0,178,1.0,4.0,10308.0,313.0,1.0,8.0,282.0,0.0,1.0,"",4.0,0.0,41.0,221766.0,5.0,4.0,0.0,868.0,0.0,0.0,1928.0,681.0,237220.0,661.0,1.0,266.0,219066.0,2.0,241.0,2.0,3.0,211324.0,1.0,2.0,5.0,10.0,2.0
10103831,0,0.0,372,8.0,5.0,4294.0,58.0,5.0,21.0,63.0,0.0,1.0,0.0,5.0,0.0,3.0,3190.0,4368.0,1.0,3.0,175.0,1.0,0.0,15.0,9.0,3267.0,12.0,2.0,15.0,3691.0,0.0,0.0,2.0,3.0,3380.0,0.0,3.0,328.0,4.0,227.0
10103832,0,1.0,0,20.0,19.0,5.0,13.0,5.0,18.0,187.0,1.0,3.0,"",13.0,0.0,6.0,6183131.0,603.0,0.0,0.0,129.0,0.0,0.0,0.0,151.0,7188984.0,135.0,0.0,545.0,934.0,0.0,284.0,152.0,2.0,3968597.0,0.0,0.0,76.0,2.0,100.0
10103833,0,1.0,2,2.0,2.0,1162.0,26.0,1.0,27.0,27.0,1.0,1.0,"",2.0,1.0,3.0,5672330.0,1759.0,0.0,6.0,1550.0,0.0,0.0,16.0,372.0,4607556.0,374.0,1.0,33.0,14390.0,3.0,0.0,1.0,3.0,3889783.0,1.0,1.0,326.0,2.0,1104.0
10103834,0,1.0,182,24.0,9.0,119.0,18.0,3.0,19.0,77.0,1.0,2.0,"",18.0,0.0,23.0,725968.0,338688.0,0.0,0.0,1127.0,0.0,0.0,0.0,788.0,615448.0,751.0,2.0,155.0,631788.0,1.0,21.0,235.0,3.0,610872.0,0.0,0.0,97562.0,6.0,67818.0
10103835,0,13.0,57,11.0,38.0,1.0,1.0,13.0,44.0,45.0,2.0,2.0,17.0,0.0,0.0,14.0,47.0,61.0,0.0,0.0,4.0,1.0,0.0,0.0,147.0,53.0,10.0,0.0,374.0,60.0,6.0,27.0,0.0,0.0,55.0,0.0,0.0,8.0,0.0,0.0
10103836,0,0.0,0,"","",1726.0,13.0,4.0,10.0,96.0,0.0,3.0,0.0,"",0.0,161.0,268.0,332.0,5.0,1.0,1717.0,0.0,0.0,0.0,112.0,279.0,129.0,1.0,450.0,302.0,5.0,352.0,0.0,0.0,286.0,0.0,0.0,193.0,0.0,0.0
10103837,1,3.0,0,14.0,18.0,1.0,2.0,3.0,19.0,18.0,2.0,2.0,"",2.0,1.0,13.0,20.0,27.0,0.0,5.0,3957.0,0.0,0.0,24836.0,1443.0,21.0,1290.0,0.0,121.0,30.0,1.0,60.0,1.0,2.0,25.0,0.0,0.0,8.0,7.0,14.0
10103838,0,"",3,14.0,"",19039.0,158.0,2.0,0.0,115.0,"",1.0,"","",0.0,2.0,398.0,181.0,0.0,3.0,1516.0,3.0,0.0,306.0,308.0,411.0,294.0,1.0,24.0,162.0,1.0,8.0,1.0,2.0,427.0,0.0,1.0,169.0,1.0,350.0
10103839,0,0.0,1,5.0,2.0,1575.0,50.0,12.0,25.0,455.0,0.0,4.0,11.0,28.0,1.0,124.0,10510.0,278.0,0.0,0.0,4.0,2.0,0.0,0.0,12.0,10740.0,10.0,0.0,610.0,269.0,6.0,435.0,0.0,0.0,1204.0,0.0,7.0,19.0,0.0,0.0
10103840,0,10.0,1,6.0,13.0,31.0,39.0,10.0,13.0,13.0,1.0,1.0,"",13.0,2.0,11.0,4.0,7.0,0.0,2.0,329.0,0.0,0.0,289.0,78.0,5.0,58.0,1.0,21.0,5.0,0.0,26.0,0.0,0.0,5.0,2.0,5.0,13.0,0.0,0.0
10103841,0,"",-1,"","",1470.0,"",0.0,5.0,6.0,"",0.0,"","",125.0,0.0,12.0,14.0,0.0,0.0,389.0,0.0,0.0,0.0,190.0,13.0,202.0,0.0,1106.0,14.0,4.0,94.0,0.0,0.0,14.0,1.0,0.0,18.0,0.0,0.0
10103842,0,"",130,"","",11508.0,72.0,5.0,0.0,70.0,"",1.0,"","",0.0,341.0,1.0,0.0,0.0,0.0,80.0,1.0,0.0,9974.0,118.0,1.0,136.0,1.0,1176.0,1.0,0.0,738.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0
10103843,0,0.0,22,2.0,3.0,5260.0,46.0,38.0,12.0,55.0,0.0,2.0,"",6.0,1.0,61.0,2986423.0,6710.0,1.0,2.0,4190.0,10.0,0.0,670.0,1725.0,6270216.0,1529.0,1.0,191.0,4481811.0,0.0,69.0,1.0,1.0,3931494.0,0.0,2.0,3936.0,1.0,5.0
10103844,0,"",-1,"","","","","",0.0,"","","","","",1.0,0.0,0.0,1.0,8.0,3.0,10.0,2.0,1.0,0.0,17.0,0.0,7.0,0.0,1464.0,0.0,8.0,247.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
10103845,0,"",48,1.0,1.0,1.0,112.0,0.0,1.0,74.0,"",0.0,"",1.0,0.0,114.0,0.0,1.0,2.0,0.0,9.0,2.0,0.0,0.0,16.0,0.0,14.0,9.0,167.0,0.0,0.0,166.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0
10103846,0,"",264,1.0,0.0,4764.0,"",0.0,3.0,25.0,"",0.0,"",3.0,0.0,25.0,6823782.0,2077779.0,3.0,1.0,11.0,0.0,0.0,1710.0,10.0,7652002.0,13.0,2.0,49.0,3566754.0,0.0,59.0,0.0,0.0,2325124.0,0.0,2.0,2993.0,0.0,0.0
10103847,0,"",1,20.0,7.0,177.0,"",0.0,12.0,75.0,"",0.0,"",12.0,2.0,27.0,3081.0,4228.0,0.0,0.0,165.0,0.0,0.0,80.0,1703.0,3158.0,177.0,1.0,48.0,3573.0,5.0,22.0,2.0,1.0,3270.0,2.0,0.0,0.0,14.0,1.0
10103848,0,"",6,2.0,2.0,1877.0,52.0,2.0,10.0,62.0,"",1.0,"",2.0,1.0,261.0,294.0,373.0,6.0,0.0,2.0,1.0,0.0,90.0,3.0,306.0,5.0,9.0,2221.0,329.0,0.0,1321.0,0.0,0.0,314.0,1.0,1.0,384.0,0.0,0.0
10103849,0,1.0,992,2.0,1.0,347.0,2.0,9.0,11.0,655.0,1.0,5.0,"",2.0,0.0,177.0,8429479.0,919.0,0.0,1.0,1319.0,0.0,0.0,1608.0,470.0,2449235.0,467.0,0.0,2577.0,2412.0,0.0,415.0,0.0,0.0,2155267.0,0.0,3.0,295.0,0.0,0.0
10103850,0,"",0,45.0,7.0,119.0,"",0.0,7.0,7.0,"",0.0,"",7.0,0.0,2.0,232.0,289.0,0.0,3.0,3084.0,0.0,2.0,0.0,2562.0,244.0,937.0,1.0,24.0,267.0,4.0,8.0,1.0,2.0,253.0,0.0,0.0,285.0,2.0,99.0
10103851,0,0.0,39,1.0,1.0,1896.0,28.0,7.0,2.0,28.0,0.0,1.0,0.0,1.0,0.0,37.0,5294991.0,30543.0,1.0,0.0,100.0,0.0,0.0,3425.0,32.0,4420434.0,38.0,0.0,84.0,3855873.0,0.0,31.0,1.0,2.0,1580221.0,0.0,0.0,344.0,5.0,26.0
10103852,0,2.0,24,8.0,6.0,888.0,6.0,2.0,11.0,97.0,2.0,2.0,"",6.0,0.0,3.0,971543.0,574742.0,1.0,0.0,2.0,4.0,0.0,479.0,3.0,1156631.0,5.0,0.0,1.0,946228.0,0.0,0.0,165.0,1.0,1049761.0,1.0,3.0,1074.0,4.0,800.0
10103853,0,"",1,6.0,2.0,8032.0,63.0,6.0,4.0,142.0,"",1.0,"",2.0,0.0,3.0,15663.0,626.0,1.0,1.0,805.0,1.0,0.0,1496.0,345.0,16046.0,345.0,0.0,1.0,536.0,0.0,0.0,34.0,3.0,16498.0,0.0,3.0,515.0,4.0,360.0
10103854,0,0.0,78,4.0,3.0,3589.0,149.0,27.0,7.0,451.0,0.0,8.0,0.0,4.0,4.0,0.0,224.0,117.0,0.0,0.0,73.0,8.0,0.0,140.0,2576.0,234.0,106.0,1.0,3631.0,105.0,0.0,1954.0,0.0,0.0,99.0,0.0,1.0,113.0,0.0,0.0
10103855,0,22.0,920,51.0,3.0,727.0,23.0,22.0,27.0,31.0,2.0,2.0,1.0,21.0,0.0,2.0,252.0,311.0,0.0,2.0,1273.0,0.0,0.0,249.0,15.0,261.0,18.0,0.0,175.0,287.0,3.0,74.0,1.0,3.0,270.0,0.0,0.0,209.0,1.0,4.0
10103856,0,0.0,1553,"",4.0,1765.0,25.0,11.0,15.0,118.0,0.0,4.0,"",7.0,1.0,28.0,2685367.0,342.0,0.0,0.0,1753.0,0.0,0.0,469.0,1014.0,1987190.0,936.0,1.0,103.0,3315588.0,0.0,23.0,12.0,1.0,3912461.0,0.0,5.0,95.0,2.0,62.0
10103857,0,1.0,0,5.0,1.0,1264.0,4.0,3.0,3.0,3.0,0.0,1.0,"",1.0,0.0,3.0,3309373.0,11306.0,1.0,0.0,218.0,1.0,0.0,243.0,200.0,7642424.0,212.0,5.0,28.0,1395721.0,1.0,0.0,47.0,3.0,4544397.0,0.0,1.0,6362.0,4.0,4538.0
10103858,0,"",1,"",7.0,10730.0,1545.0,0.0,35.0,141.0,"",0.0,"",7.0,12.0,29.0,3356032.0,6.0,0.0,4.0,1283.0,1.0,0.0,1094.0,593.0,40.0,343.0,2.0,353.0,16.0,1.0,295.0,0.0,0.0,16.0,0.0,5.0,1.0,0.0,0.0
10103859,1,"",1,31.0,7.0,11789.0,63.0,11.0,28.0,36.0,"",1.0,"",7.0,0.0,6.0,14677.0,17514.0,0.0,3.0,40.0,1.0,0.0,69.0,25.0,15013.0,27.0,1.0,5.0,16041.0,0.0,4.0,19.0,3.0,15513.0,0.0,0.0,11675.0,2.0,9468.0
10103860,0,"",273,"","",6464.0,"",0.0,1.0,26.0,"",0.0,"","",0.0,200.0,863.0,178.0,0.0,0.0,4393.0,0.0,0.0,0.0,2094.0,893.0,769.0,0.0,1211.0,595.0,4.0,327.0,0.0,0.0,920.0,2.0,4.0,3.0,0.0,0.0
10103861,0,"",155,2.0,"",25090.0,11.0,1.0,1.0,3.0,"",1.0,0.0,"",9.0,88.0,0.0,1.0,0.0,0.0,601.0,0.0,0.0,0.0,722.0,0.0,626.0,1.0,237.0,0.0,3.0,111.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
10103862,1,18.0,19,2.0,4.0,86.0,6.0,157.0,42.0,341.0,2.0,15.0,"",4.0,4.0,0.0,12.0,14.0,14.0,1.0,1150.0,7.0,0.0,272.0,488.0,13.0,484.0,0.0,1292.0,14.0,0.0,51.0,0.0,0.0,14.0,0.0,0.0,18.0,0.0,0.0
10103863,0,2.0,110,29.0,13.0,984.0,20.0,2.0,15.0,15.0,1.0,1.0,0.0,13.0,2.0,13.0,52305.0,50361.0,0.0,1.0,281.0,0.0,0.0,3.0,1280.0,52663.0,96.0,0.0,54.0,54084.0,3.0,9.0,1.0,3.0,54004.0,1.0,0.0,10306.0,7.0,6705.0
10103864,0,0.0,11,"",1.0,2057.0,48.0,3.0,9.0,46.0,0.0,1.0,"",1.0,0.0,2.0,1034.0,1412.0,1.0,0.0,168.0,0.0,0.0,0.0,100.0,1064.0,114.0,1.0,24.0,1206.0,6.0,8.0,1.0,2.0,1107.0,0.0,1.0,105.0,1.0,5.0
10103865,0,"",1,9.0,1.0,22739.0,17.0,33.0,1.0,22.0,"",2.0,"",1.0,0.0,3.0,3301391.0,1751889.0,0.0,6.0,1102.0,0.0,1.0,1090.0,3.0,4052844.0,5.0,1.0,33.0,3180664.0,5.0,0.0,64.0,3.0,1789787.0,0.0,5.0,56614.0,4.0,22442.0
10103866,0,"",1176,"","","","",0.0,1.0,11.0,"",0.0,"","",2.0,0.0,6914110.0,8.0,0.0,1.0,117.0,0.0,1.0,0.0,145.0,1243.0,142.0,2.0,2390.0,1421.0,8.0,870.0,0.0,0.0,1294.0,0.0,4.0,1.0,0.0,0.0
10103867,0,0.0,2,1.0,2.0,4307.0,183.0,22.0,39.0,661.0,0.0,3.0,"",2.0,0.0,116.0,0.0,1.0,0.0,0.0,356.0,5.0,0.0,6644.0,115.0,0.0,132.0,3.0,2228.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
10103868,1,12.0,983,"",2.0,5.0,0.0,12.0,2.0,2.0,1.0,1.0,"",0.0,1.0,0.0,5042270.0,2325.0,0.0,1.0,56.0,0.0,0.0,0.0,39.0,4554336.0,46.0,1.0,2392.0,3844429.0,0.0,1186.0,0.0,0.0,4880748.0,0.0,7.0,1634.0,0.0,0.0
10103869,0,2.0,57,1.0,1.0,871.0,62.0,2.0,10.0,11.0,1.0,1.0,"",10.0,2.0,502.0,2081397.0,6066.0,0.0,0.0,42.0,31.0,0.0,31585.0,33.0,3214865.0,39.0,3.0,3562.0,5969.0,0.0,1916.0,0.0,0.0,3218357.0,0.0,2.0,4824.0,0.0,0.0
10103870,1,7.0,1,40.0,33.0,25.0,23.0,98.0,33.0,475.0,2.0,24.0,1.0,23.0,0.0,42.0,37416.0,38417.0,6.0,0.0,23.0,0.0,0.0,24.0,13.0,37869.0,16.0,2.0,187.0,39040.0,5.0,36.0,8.0,3.0,38585.0,0.0,0.0,0.0,13.0,1.0
10103871,0,1.0,-1,"","",607.0,31.0,41.0,29.0,181.0,1.0,3.0,"","",0.0,19.0,19.0,26.0,2.0,0.0,288.0,0.0,0.0,761.0,51.0,20.0,64.0,6.0,417.0,29.0,0.0,57.0,1.0,3.0,24.0,0.0,0.0,32.0,6.0,517.0
10103872,0,"",0,1.0,"",13707.0,"","",4.0,"","","",0.0,"",1.0,0.0,0.0,1.0,2.0,0.0,5058.0,0.0,0.0,38539.0,1239.0,0.0,1120.0,1.0,593.0,0.0,5.0,177.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0
10103873,0,"",5,7.0,7.0,40013.0,507.0,3.0,21.0,312.0,"",0.0,0.0,8.0,5.0,11.0,4.0,7.0,5.0,0.0,2621.0,0.0,0.0,247.0,128.0,5.0,147.0,1.0,21.0,5.0,0.0,26.0,0.0,0.0,5.0,0.0,4.0,13.0,0.0,0.0
10103874,0,"",-1,"","",116697.0,"",0.0,5.0,120.0,"",0.0,"","",3.0,164.0,82.0,112.0,0.0,0.0,24.0,0.0,1.0,1218.0,3.0,87.0,5.0,0.0,472.0,104.0,0.0,263.0,1.0,1.0,98.0,1.0,1.0,105.0,4.0,59.0
10103875,1,2.0,111,"",3.0,135.0,4.0,20.0,7.0,513.0,1.0,5.0,1.0,4.0,2.0,42.0,8690.0,10979.0,0.0,0.0,23.0,0.0,0.0,24.0,13.0,8882.0,16.0,1.0,106.0,9699.0,6.0,36.0,4.0,1.0,9274.0,1.0,0.0,0.0,13.0,1.0
10103876,0,"",67,6.0,1.0,19313.0,62.0,2.0,1.0,51.0,"",2.0,"",1.0,4.0,3.0,5600848.0,1077953.0,1.0,6.0,3075.0,1.0,0.0,3774.0,792.0,6607809.0,754.0,15.0,233.0,3696071.0,1.0,0.0,1.0,3.0,1601816.0,1.0,1.0,126274.0,4.0,94198.0
10103877,1,27.0,25,20.0,16.0,0.0,0.0,27.0,30.0,30.0,3.0,3.0,"",0.0,0.0,134.0,185.0,144.0,0.0,0.0,92.0,0.0,0.0,2686.0,79.0,193.0,90.0,2.0,524.0,213.0,0.0,193.0,1.0,1.0,202.0,0.0,7.0,132.0,7.0,500.0
10103878,0,0.0,-1,"","",2892.0,87.0,1.0,21.0,40.0,0.0,1.0,"","",0.0,0.0,4180581.0,8.0,1.0,0.0,67.0,0.0,0.0,81.0,49.0,2347040.0,62.0,1.0,214.0,7.0,0.0,64.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
